tweet,username,clean_tweet,sentiment
"Dr. Pratama Persadha: Data BPJS Kesehatan Bocor, Bukti Lemahnya Perlindungan Data Pribadi di Indonesia https://t.co/XsRB8dOtdN",hendrikampai,"Dr. Pratama Persadha: Data BPJS Kesehatan Bocor, Bukti Lemahnya Perlindungan Data Pribadi di Indonesia https://t.co/XsRB8dOtdN",Neutral
@RadioElshinta Para lembaga resmi pemegang data pribadi harus menjamin keamanan data pribadi yg dikuasainya dgn secara berkala mengupdate sistem keamanan server mereka dan perlu ada UU keamanan data pribadi yg mengatur perlindungan data pribadi dan sangsi jika ada kebocoran data pribadi,margo_siswadi,@RadioElshinta Para lembaga resmi pemegang data pribadi harus menjamin keamanan data pribadi yg dikuasainya dgn secara berkala mengupdate sistem keamanan server mereka dan perlu ada UU keamanan data pribadi yg mengatur perlindungan data pribadi dan sangsi jika ada kebocoran data pribadi,Negative
Kalau pejabat belum kena mungkin bakal gak ada perlindungan data pribadi,neorevolte,Kalau pejabat belum kena mungkin bakal gak ada perlindungan data pribadi,Neutral
@pinjollaknat Yuk dorong RUU perlindungan data pribadi,neorevolte,@pinjollaknat Yuk dorong RUU perlindungan data pribadi,Positive
"Harus segera disahkan RUU ini, mengingat RUU PDP ini penting untuk perlindungan data pribadi kita https://t.co/zEiR5KyErU",voidotid,"Harus segera disahkan RUU ini, mengingat RUU PDP ini penting untuk perlindungan data pribadi kita https://t.co/zEiR5KyErU",Positive
"Siapa sih yang tidak seram mengetahui data pribadinya bocor? Jadi ingat tahun lalu pernah nulis ini. ""Data Protection Day"", Apa Kabar Regulasi Perlindungan Data Pribadi? https://t.co/NiHalFB4wJ",dewi_puspa00,"Siapa sih yang tidak seram mengetahui data pribadinya bocor? Jadi ingat tahun lalu pernah nulis ini. ""Data Protection Day"", Apa Kabar Regulasi Perlindungan Data Pribadi? https://t.co/NiHalFB4wJ",Neutral
"Kebocoran Terus Berulang, RUU Perlindungan Data Pribadi Mendesak Disahkan https://t.co/nivWzpvJom https://t.co/MW01SmXOSF",AhmadNorMaulana,"Kebocoran Terus Berulang, RUU Perlindungan Data Pribadi Mendesak Disahkan https://t.co/nivWzpvJom https://t.co/MW01SmXOSF",Negative
"Data Penduduk Bocor, DPD RI: RUU Perlindungan Data Pribadi Harus Segera Disahkan https://t.co/dYvLIxspNj",e100ss,"Data Penduduk Bocor, DPD RI: RUU Perlindungan Data Pribadi Harus Segera Disahkan https://t.co/dYvLIxspNj",Neutral
jadi kenapa UU perlindungan data pribadi blm ada? krn takut senjata makan tuan,SupirPete2,jadi kenapa UU perlindungan data pribadi blm ada? krn takut senjata makan tuan,Neutral
"Perlindungan data pribadi sudah tidak aman, polisi harus bergerak cepat untuk mengusutnya agar data yang bocor tidak disalahgunakan",AbdulKuasa,"Perlindungan data pribadi sudah tidak aman, polisi harus bergerak cepat untuk mengusutnya agar data yang bocor tidak disalahgunakan",Negative
@pinjollaknat Hopeless liat perlindungan data pribadi di negara ini bakal diperhatiin secara serius. Pada sibuk ngebungkam orang2 yg berpendapat di medsos doang soalnya,GuyofDecency,@pinjollaknat Hopeless liat perlindungan data pribadi di negara ini bakal diperhatiin secara serius. Pada sibuk ngebungkam orang2 yg berpendapat di medsos doang soalnya,Neutral
Nilai tinggi tidak menjamin mawas diri terhadap perlindungan data pribadi ya kawan. Mari lebih waspada terhadap data pribadi yang tidak diumbar-umbar 😁😁😁,bruttenforce,Nilai tinggi tidak menjamin mawas diri terhadap perlindungan data pribadi ya kawan. Mari lebih waspada terhadap data pribadi yang tidak diumbar-umbar 😁😁😁,Negative
"jaminan perlindungan data pribadi di indonesia masih menurutku masih kurang. di tambah rata rata masyarakat nya bodo amat soal privacy data mereka. email, password, no. telp, etc. this privacy bruh, tapi masih aja yang bodo amat kalau DATA NYA BOCOR. hei hei hei",GEMA_JPG,"jaminan perlindungan data pribadi di indonesia masih menurutku masih kurang. di tambah rata rata masyarakat nya bodo amat soal privacy data mereka. email, password, no. telp, etc. this privacy bruh, tapi masih aja yang bodo amat kalau DATA NYA BOCOR. hei hei hei",Neutral
@ndagels Harusnya ada UU perlindungan data pribadi sih kenapa DPR gak bahas ini padahal udah lama kan wacana uu ini? Pls,Geoctroyeerde,@ndagels Harusnya ada UU perlindungan data pribadi sih kenapa DPR gak bahas ini padahal udah lama kan wacana uu ini? Pls,Negative
"Saksikan Siaran TVRI, Program Indonesia Bicara dengan tema ""Perlindungan Data Pribadi"", pada hari Jumat, 21 Mei 2021 Pukul 19.00 WIB. Live Streaming: https://t.co/AxHtl7DnQ3 https://t.co/Ha8tB5kQTJ",CISSReC,"Saksikan Siaran TVRI, Program Indonesia Bicara dengan tema ""Perlindungan Data Pribadi"", pada hari Jumat, 21 Mei 2021 Pukul 19.00 WIB. Live Streaming: https://t.co/AxHtl7DnQ3 https://t.co/Ha8tB5kQTJ",Neutral
"@SINDOnews Woi DPR, segera gunakan hak anda sahkan UU Perlindungan data pribadi.",bennyidris05,"@SINDOnews Woi DPR, segera gunakan hak anda sahkan UU Perlindungan data pribadi.",Neutral
"Akun WhatsApp Dibajak, Eks Jubir KPK Minta Perlindungan Data Pribadi https://t.co/9Pl80vXrre",heriwebcom,"Akun WhatsApp Dibajak, Eks Jubir KPK Minta Perlindungan Data Pribadi https://t.co/9Pl80vXrre",Neutral
@nuicemedia Belum sadar pentingnya perlindungan data pribadi…,alfrzrz,@nuicemedia Belum sadar pentingnya perlindungan data pribadi…,Positive
"@ekky1995 Gini sih bang, dulu kan ada SJW agama, kemanusiaan, kemiskinan, ketertindasan, sekarang juga ada SJW perlindungan data pribadi supaya proposal dari donornya bisa tembus ke pusat. Hehe.",rasgans,"@ekky1995 Gini sih bang, dulu kan ada SJW agama, kemanusiaan, kemiskinan, ketertindasan, sekarang juga ada SJW perlindungan data pribadi supaya proposal dari donornya bisa tembus ke pusat. Hehe.",Positive
"Data 279 Juta WNI Bocor dan Dijual Hacker, RUU Perlindungan Data Pribadi Masih Belum Jelas https://t.co/KAP6Jrvomo",jabarekspres,"Data 279 Juta WNI Bocor dan Dijual Hacker, RUU Perlindungan Data Pribadi Masih Belum Jelas https://t.co/KAP6Jrvomo",Neutral
@andrewenas @kokokdirgantoro @KIPusat @BPJSKesehatanRI @BPJSTKinfo @kemkominfo @CCICPolri @DivHumas_Polri @psi_id @AntoniRaja @vaksincom Dan kita sangat berharap kawan-kawan di @DPR_RI tidak lagi menunda pengesahan RUU Perlindungan Data Pribadi. Ini penting dan mendesak.,sigitwid,@andrewenas @kokokdirgantoro @KIPusat @BPJSKesehatanRI @BPJSTKinfo @kemkominfo @CCICPolri @DivHumas_Polri @psi_id @AntoniRaja @vaksincom Dan kita sangat berharap kawan-kawan di @DPR_RI tidak lagi menunda pengesahan RUU Perlindungan Data Pribadi. Ini penting dan mendesak.,Positive
Kebocoran data BPJS Kesehatan tunjukkan lemahnya perlindungan data pribadi di Indonesia https://t.co/TGhT7MmQ7F https://t.co/WRgxsYbn2O,AnadoluAgencyID,Kebocoran data BPJS Kesehatan tunjukkan lemahnya perlindungan data pribadi di Indonesia https://t.co/TGhT7MmQ7F https://t.co/WRgxsYbn2O,Negative
"Malam ini Dialog Indonesia Bicara akan membahas tema ""Perlindungan Data Pribadi” bersama Zudan Arif Fakrulloh, Christina Aryani, Firman Kurniawan dan Pratama Persadha. #TVRI #TVRINasional #MediaPemersatuBangsa #DialogIndonesiaBicara #PerlindunganDataPribadi https://t.co/uaQUPrQhOU",TVRINasional,"Malam ini Dialog Indonesia Bicara akan membahas tema ""Perlindungan Data Pribadi” bersama Zudan Arif Fakrulloh, Christina Aryani, Firman Kurniawan dan Pratama Persadha. #TVRI #TVRINasional #MediaPemersatuBangsa #DialogIndonesiaBicara #PerlindunganDataPribadi https://t.co/uaQUPrQhOU",Positive
"Waduh, ada yang bocor lagi nih... tapi bukan pengeluaran bulanan AIMin sehabis lebaran, melainkan data penduduk Indonesia. Apakah RUU Perlindungan Data Pribadi bisa jadi solusi? #amanatinstitute https://t.co/8reiHJtgTU",amanatinstitute,"Waduh, ada yang bocor lagi nih... tapi bukan pengeluaran bulanan AIMin sehabis lebaran, melainkan data penduduk Indonesia. Apakah RUU Perlindungan Data Pribadi bisa jadi solusi? #amanatinstitute https://t.co/8reiHJtgTU",Neutral
Pembahasan RUU PDP disebut sedang stagnan di Komisi I DPR karena ada perbedaan pandangan dalam hal penentuan bentuk otoritas perlindungan data pribadi. #Validnews https://t.co/yUtEAFAPbM,validnewsid,Pembahasan RUU PDP disebut sedang stagnan di Komisi I DPR karena ada perbedaan pandangan dalam hal penentuan bentuk otoritas perlindungan data pribadi. #Validnews https://t.co/yUtEAFAPbM,Negative
Nah ayo @BPJSKesehatanRI Tanggung jawab. Buat @kemkominfo &amp; @DPR_RI tolong diurus itu RUU PDP (Perlindungan Data Pribadi) Hasil Investigasi Kominfo: Kebocoran Data dari BPJS Kesehatan https://t.co/ht4rEVEgUH. https://t.co/xbLInf1IJC,validthing,Nah ayo @BPJSKesehatanRI Tanggung jawab. Buat @kemkominfo &amp; @DPR_RI tolong diurus itu RUU PDP (Perlindungan Data Pribadi) Hasil Investigasi Kominfo: Kebocoran Data dari BPJS Kesehatan https://t.co/ht4rEVEgUH. https://t.co/xbLInf1IJC,Negative
"@indomidclass nah itu. perasaan dulu ada UU perlindungan data pribadi, entah udah sampai mana ya?",kotakmakan,"@indomidclass nah itu. perasaan dulu ada UU perlindungan data pribadi, entah udah sampai mana ya?",Negative
"Bahkan kita tdk bisa berharap perlindungan data pribadi, dr rezim ini ! Jangan berharap lebih ! https://t.co/FuOtIES5A8",DsSupriyady,"Bahkan kita tdk bisa berharap perlindungan data pribadi, dr rezim ini ! Jangan berharap lebih ! https://t.co/FuOtIES5A8",Positive
"@Dennysiregar7 @Telkomsel @DPR_RI Ini orang dari dulu konsisten, teriak supaya UU Perlindungan Data Pribadi segera disahkan @Suara_Bawah 👍👍👍",MksPonsu,"@Dennysiregar7 @Telkomsel @DPR_RI Ini orang dari dulu konsisten, teriak supaya UU Perlindungan Data Pribadi segera disahkan @Suara_Bawah 👍👍👍",Neutral
"kenapa nggak fokus pada RUU perlindungan data pribadi nya sih pak ? @PlateJohnny @kemkominfo RUU PDP akan membuat masyarakat indonesia bisa merasa Terlindungi dari segala ancaman. baik ancaman cyber, ancaman kejahatan, ancaman pencurian data"" pribadi. https://t.co/i7dfPXi2kQ https://t.co/WVxV6Vw3ro",Kodycancerian,"kenapa nggak fokus pada RUU perlindungan data pribadi nya sih pak ? @PlateJohnny @kemkominfo RUU PDP akan membuat masyarakat indonesia bisa merasa Terlindungi dari segala ancaman. baik ancaman cyber, ancaman kejahatan, ancaman pencurian data"" pribadi. https://t.co/i7dfPXi2kQ https://t.co/WVxV6Vw3ro",Negative
Perlindungan data pribadi di Indonesia belum disikapi secara serius berkaca dari kasus dugaan kebocoran data 279 juta warga negara Indonesia. https://t.co/2zdYxQsM7i,kompascom,Perlindungan data pribadi di Indonesia belum disikapi secara serius berkaca dari kasus dugaan kebocoran data 279 juta warga negara Indonesia. https://t.co/2zdYxQsM7i,Negative
Pratama Persadha menegaskan dugaan kebocoran data BPJS Kesehatan membuktikan lemahnya perlindungan data pribadi di Indonesia. #Kebocorandata https://t.co/o6dMBMxjYg,jpnncom,Pratama Persadha menegaskan dugaan kebocoran data BPJS Kesehatan membuktikan lemahnya perlindungan data pribadi di Indonesia. #Kebocorandata https://t.co/o6dMBMxjYg,Negative
Ia juga menambahkan masyarakat tidak panik atas dugaan kebocoran data itu. Dia menyampaikan pemerintah telah memiliki regulasi untuk memberi perlindungan data pribadi. CNN Indonesia #afternoonshow,aditya876fm,Ia juga menambahkan masyarakat tidak panik atas dugaan kebocoran data itu. Dia menyampaikan pemerintah telah memiliki regulasi untuk memberi perlindungan data pribadi. CNN Indonesia #afternoonshow,Negative
"Memang keamanan data kita rentan banget. Gampang dibobol dan diperjualbelikan.. Kasus gua aja ma @Telkomsel, data dibobol ma sekelas Customer Service doang. Ini akibat UU Perlindungan Data Pribadi gak kunjung disahkan @DPR_RI https://t.co/IFMjwK50U3",Dennysiregar7,"Memang keamanan data kita rentan banget. Gampang dibobol dan diperjualbelikan.. Kasus gua aja ma @Telkomsel, data dibobol ma sekelas Customer Service doang. Ini akibat UU Perlindungan Data Pribadi gak kunjung disahkan @DPR_RI https://t.co/IFMjwK50U3",Negative
"Kalo ambil alih suatu akun, banyak yang bisa modal informasi sensitif pribadi, tapi seperti yang kita ketahui, uu perlindungan data pribadi masi belom sah~ Kalo mau ngulik di web, gampang kok nemuin penjual datanya~",sayamuhnabil,"Kalo ambil alih suatu akun, banyak yang bisa modal informasi sensitif pribadi, tapi seperti yang kita ketahui, uu perlindungan data pribadi masi belom sah~ Kalo mau ngulik di web, gampang kok nemuin penjual datanya~",Positive
"Jika benar terjadi kebocoran data, kejadian seperti ini sudah sangat mengkhawatirkan. Ada 270 juta data pribadi telah dicuri untuk kemudian diduga akan disalahgunakan. Memang setahu saya belum ada UU yang mengatur secara khusus tentang perlindungan data Pribadi, harus dibuat?",gembongITB,"Jika benar terjadi kebocoran data, kejadian seperti ini sudah sangat mengkhawatirkan. Ada 270 juta data pribadi telah dicuri untuk kemudian diduga akan disalahgunakan. Memang setahu saya belum ada UU yang mengatur secara khusus tentang perlindungan data Pribadi, harus dibuat?",Negative
"Replying to @SINDOnews Mengkhawatirkan, Sahroni pertanyakan perlindungan data pribadi. https://t.co/PrHumvJWZ4",SINDOnews,"Replying to @SINDOnews Mengkhawatirkan, Sahroni pertanyakan perlindungan data pribadi. https://t.co/PrHumvJWZ4",Neutral
#sahkanRUUPDP cc @DPR_RI 🙏🏻😇 Sahkan RUU Perlindungan Data Pribadi !!!,Kodycancerian,#sahkanRUUPDP cc @DPR_RI 🙏🏻😇 Sahkan RUU Perlindungan Data Pribadi !!!,Neutral
"“Ini peringatan agar kita semua memperkuat keamanan data, terutama untuk pihak-pihak yang memegang data pribadi WNI, baik swasta/ instansi pemerintah. Ini juga sekaligus desakan kepada kawan-kawan kita di DPR untuk segera mengesahkan RUU Perlindungan Data Pribadi,” ujar Sigit.",Kodycancerian,"“Ini peringatan agar kita semua memperkuat keamanan data, terutama untuk pihak-pihak yang memegang data pribadi WNI, baik swasta/ instansi pemerintah. Ini juga sekaligus desakan kepada kawan-kawan kita di DPR untuk segera mengesahkan RUU Perlindungan Data Pribadi,” ujar Sigit.",Neutral
"“Ini peringatan agar kita semua memperkuat keamanan data, terutama untuk pihak-pihak yang memegang data pribadi WNI, baik swasta maupun instansi pemerintah. Ini juga sekaligus desakan untuk segera mengesahkan RUU Perlindungan Data Pribadi.” @psi_id https://t.co/h2Jfhyr3PN",sigitwid,"“Ini peringatan agar kita semua memperkuat keamanan data, terutama untuk pihak-pihak yang memegang data pribadi WNI, baik swasta maupun instansi pemerintah. Ini juga sekaligus desakan untuk segera mengesahkan RUU Perlindungan Data Pribadi.” @psi_id https://t.co/h2Jfhyr3PN",Neutral
"Data 279 Juta Penduduk Indonesia Diduga Bocor, Bukti Pentingnya UU Perlindungan Data Pribadi https://t.co/y4CzaftRG1",kompasiana,"Data 279 Juta Penduduk Indonesia Diduga Bocor, Bukti Pentingnya UU Perlindungan Data Pribadi https://t.co/y4CzaftRG1",Negative
Jadi teringat kasus ransomeware wanna cry yang menyerang Indonesia 2017 lalu dan kebocoran jutaan data Facebook. Kapan ya Indonesia punya undang-undang perlindungan data pribadi 😥,thevwil,Jadi teringat kasus ransomeware wanna cry yang menyerang Indonesia 2017 lalu dan kebocoran jutaan data Facebook. Kapan ya Indonesia punya undang-undang perlindungan data pribadi 😥,Negative
"Jutaan Data BPJS Kesehatan Bocor, Bukti Lemahnya Perlindungan Data Pribadi di Indonesia https://t.co/7sNm1SNJaZ",telusur_co_id,"Jutaan Data BPJS Kesehatan Bocor, Bukti Lemahnya Perlindungan Data Pribadi di Indonesia https://t.co/7sNm1SNJaZ",Neutral
Tentang keamanan data pribadi - Hanya Budiman Sudjatmiko yang Bisa Wujudkan Perlindungan Data Pribadi di Indonesia - https://t.co/mDAxm102Oz https://t.co/lm52THUjoi,mastirham,Tentang keamanan data pribadi - Hanya Budiman Sudjatmiko yang Bisa Wujudkan Perlindungan Data Pribadi di Indonesia - https://t.co/mDAxm102Oz https://t.co/lm52THUjoi,Positive
"Pemerintah kita sangat hebat dalam menjaga perlindungan data pribadi warganya, aku sayang pemerintah...😘🤙 . . Menuju Norwegia 2025....🏞️💨",furqonalfrq,"Pemerintah kita sangat hebat dalam menjaga perlindungan data pribadi warganya, aku sayang pemerintah...😘🤙 . . Menuju Norwegia 2025....🏞️💨",Positive
"Salah satu indikator kinerja keamanan yg sekarang dipertimbangkan, perlindungan data pribadi penduduk. Sekarang, Pemerintah antara belum bisa atau gagal.",kul_de_sak,"Salah satu indikator kinerja keamanan yg sekarang dipertimbangkan, perlindungan data pribadi penduduk. Sekarang, Pemerintah antara belum bisa atau gagal.",Neutral
"Janji @DPR_RI harusnya saat ini sudah memiliki UU Perlindungan Data Pribadi, nyatannya molor... #LindungiDataKami https://t.co/zvldSOKGbk",NgkongRoses,"Janji @DPR_RI harusnya saat ini sudah memiliki UU Perlindungan Data Pribadi, nyatannya molor... #LindungiDataKami https://t.co/zvldSOKGbk",Negative
"Pagi ini saya sudah bs hubungi sejumlah teman di kontak WA. Alhamdulillah.. Saya dengar, WA/Tele sjumlah tmn yg advokasi antikorupsi jg mengalami hal yg sama. Smg ada keseriusan pihak yg berwenang utk memastikan perlindungan hak komunikasi dan data pribadi warga.",febridiansyah,"Pagi ini saya sudah bs hubungi sejumlah teman di kontak WA. Alhamdulillah.. Saya dengar, WA/Tele sjumlah tmn yg advokasi antikorupsi jg mengalami hal yg sama. Smg ada keseriusan pihak yg berwenang utk memastikan perlindungan hak komunikasi dan data pribadi warga.",Positive
"@KompasTV Idealnya perlu segera UU Perlindungan Data Pribadi terbit agar mengatur protokol ketat perlindungan data pribadi, sertifikasi dan audit teknologi informasi baik lembaga pemerintah dan swasta termasuk asing yang beroperasi mengelola data pribadi warga negara @DPR_RI @kemkominfo",muslimf,"@KompasTV Idealnya perlu segera UU Perlindungan Data Pribadi terbit agar mengatur protokol ketat perlindungan data pribadi, sertifikasi dan audit teknologi informasi baik lembaga pemerintah dan swasta termasuk asing yang beroperasi mengelola data pribadi warga negara @DPR_RI @kemkominfo",Positive
"Kalo 2024 ga ada Capres yang punya program memperbaiki perlindungan data pribadi, mending golput aja. #sikap",ngurahsaka,"Kalo 2024 ga ada Capres yang punya program memperbaiki perlindungan data pribadi, mending golput aja. #sikap",Positive
TikTok Dituduh Langgar Perlindungan Data Pribadi Anak https://t.co/5DFxWuVm6W https://t.co/WQgiT27RUZ,AhmadNorMaulana,TikTok Dituduh Langgar Perlindungan Data Pribadi Anak https://t.co/5DFxWuVm6W https://t.co/WQgiT27RUZ,Negative
@DamarJuniarto @amnestyindo bukannya ngurus privacy dan perlindungan data pribadi...ini uu malah digunakan utk kriminalisasi konsumen.🤦🏻,nakaluarbiasa,@DamarJuniarto @amnestyindo bukannya ngurus privacy dan perlindungan data pribadi...ini uu malah digunakan utk kriminalisasi konsumen.🤦🏻,Negative
Jangankan org...marketing produk @BNI aja telpon2 mulu..pdhl saat apply rekeningnya menyatakan tidak perlu info produk2 lainnya (no call pls). Perlindungan data pribadi kita sgt burukkk.,Wiryaredja,Jangankan org...marketing produk @BNI aja telpon2 mulu..pdhl saat apply rekeningnya menyatakan tidak perlu info produk2 lainnya (no call pls). Perlindungan data pribadi kita sgt burukkk.,Negative
Seserem ini perlindungan data pribadi di negeri kita,duluprnhkurus,Seserem ini perlindungan data pribadi di negeri kita,Neutral
"@kemkominfo Sok asyik, tp blo'on... lu min. Gmn tuh 279jt data ktp warga yg bocor? Mana perlindungan data pribadi?",radinCoe,"@kemkominfo Sok asyik, tp blo'on... lu min. Gmn tuh 279jt data ktp warga yg bocor? Mana perlindungan data pribadi?",Negative
"ni lhoooo, makanya butuh banget uu perlindungan data pribadi. dari taun berapa ruu pdp ga disahin trs. padahal katanya sebelum lebaran tahun ini indo dah punya uu pdp :(",acnabelle,"ni lhoooo, makanya butuh banget uu perlindungan data pribadi. dari taun berapa ruu pdp ga disahin trs. padahal katanya sebelum lebaran tahun ini indo dah punya uu pdp :(",Negative
"@kafara666 @ahongpleong UU perlindungan data pribadi udah ada ngab. Malah udah masuk prolegnas. Tapi ya itu tadi, pembahasannya masih maju-mundur",deburombak,"@kafara666 @ahongpleong UU perlindungan data pribadi udah ada ngab. Malah udah masuk prolegnas. Tapi ya itu tadi, pembahasannya masih maju-mundur",Neutral
"#KomisiAndaElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? Streaming: https://t.co/EN7FkC2KXx https://t.co/VL3LMuXrtb",RadioElshinta,"#KomisiAndaElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? Streaming: https://t.co/EN7FkC2KXx https://t.co/VL3LMuXrtb",Neutral
@DamarJuniarto Perlindungan Data Pribadi dulu deh,longbean,@DamarJuniarto Perlindungan Data Pribadi dulu deh,Neutral
"#KomisiAndaElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? Streaming: https://t.co/EN7FkC2KXx https://t.co/cPeT1Xh2pg",RadioElshinta,"#KomisiAndaElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? Streaming: https://t.co/EN7FkC2KXx https://t.co/cPeT1Xh2pg",Neutral
"279 Juta Data WNI Bocor, Politisi PPP Desak RUU Perlindungan Data Pribadi Disahkan: Kebocoran data pribadi itu diduga berasal dari data BPJS Kesehatan. https://t.co/LZUVZbMiwH",merdekadotcom,"279 Juta Data WNI Bocor, Politisi PPP Desak RUU Perlindungan Data Pribadi Disahkan: Kebocoran data pribadi itu diduga berasal dari data BPJS Kesehatan. https://t.co/LZUVZbMiwH",Negative
"#DiskusiInteraktifElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? LIVE! Ketua Masyarakat Anti Fitnah Indonesia (Mafindo) Septiaji Eko Nugroho. Streaming: https://t.co/EN7FkCklP5 https://t.co/ti0jEMC8q3",RadioElshinta,"#DiskusiInteraktifElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? LIVE! Ketua Masyarakat Anti Fitnah Indonesia (Mafindo) Septiaji Eko Nugroho. Streaming: https://t.co/EN7FkCklP5 https://t.co/ti0jEMC8q3",Negative
@RadioElshinta Segera masukan RUU perlindungan data pribadi menjadi prioritas Prolegnas tahun ini atau tahun depan supaya tegas kewajiban lembaga resmi pemerintah dan swasta pemegang data pribadi dlm menjaga kerahasiaan data dan sangsi kepada lembaga yg mengalami kebocoran data pribadi tadi,margo_siswadi,@RadioElshinta Segera masukan RUU perlindungan data pribadi menjadi prioritas Prolegnas tahun ini atau tahun depan supaya tegas kewajiban lembaga resmi pemerintah dan swasta pemegang data pribadi dlm menjaga kerahasiaan data dan sangsi kepada lembaga yg mengalami kebocoran data pribadi tadi,Positive
"#DiskusiInteraktifElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? LIVE! Wakil Ketua Komisi I DPR RI Abdul Kharis Almasyhari. Streaming: https://t.co/EN7FkCklP5 https://t.co/daVzncK4XZ",RadioElshinta,"#DiskusiInteraktifElshinta Menanti pentingnya RUU Perlindungan Data Pribadi segera disahkan, bagaimana pembahasannya di DPR? LIVE! Wakil Ketua Komisi I DPR RI Abdul Kharis Almasyhari. Streaming: https://t.co/EN7FkCklP5 https://t.co/daVzncK4XZ",Neutral
PP no 71 tahun 2019. Mengenai Penyelenggaraan Sistem dan Transaksi Elektronik (PP PSTE). Serta Peraturan Menkominfo No. 20 Tahun 2016 mengenai Perlindungan Data Pribadi dalam Sistem Elektronik yang mewajibkan Penyelenggara Sistem Elektronik.,ibnux,PP no 71 tahun 2019. Mengenai Penyelenggaraan Sistem dan Transaksi Elektronik (PP PSTE). Serta Peraturan Menkominfo No. 20 Tahun 2016 mengenai Perlindungan Data Pribadi dalam Sistem Elektronik yang mewajibkan Penyelenggara Sistem Elektronik.,Neutral
"@fghar135 @NowowoNowiwi @mx00711 @_AnakKolong @febridiansyah @nazaqistsha negara berkewajiban memberi perlindungan data pribadi setiap penduduk. Mulai NIK dalam Kartu Tanda Penduduk (KTP), Kartu Keluarga (KK), dan semua data pribadi penduduk",NekoBrott,"@fghar135 @NowowoNowiwi @mx00711 @_AnakKolong @febridiansyah @nazaqistsha negara berkewajiban memberi perlindungan data pribadi setiap penduduk. Mulai NIK dalam Kartu Tanda Penduduk (KTP), Kartu Keluarga (KK), dan semua data pribadi penduduk",Neutral
"279 Juta Data Bocor, Komisi Informasi Desak Sahkan RUU Perlindungan Data Pribadi https://t.co/NHpCDFIjzA https://t.co/NDuwQ5Os40",BacaDiBaBe,"279 Juta Data Bocor, Komisi Informasi Desak Sahkan RUU Perlindungan Data Pribadi https://t.co/NHpCDFIjzA https://t.co/NDuwQ5Os40",Negative
"Bukannya mempercepat proses pengesahan UU Perlindungan Data Pribadi, malah blokir situs yg masih bisa dibuka pake vpn.. 😭🤣",berkicauw,"Bukannya mempercepat proses pengesahan UU Perlindungan Data Pribadi, malah blokir situs yg masih bisa dibuka pake vpn.. 😭🤣",Neutral
Serius dah UU Perlindungan Data Pribadi kapan kelar UU ITE mulu,biikobik,Serius dah UU Perlindungan Data Pribadi kapan kelar UU ITE mulu,Positive
"@DamarJuniarto Pantes RUU perlindungan data pribadi ga lolos2. Pemerintah ga pernah punya interest melindungi privasi data penduduknya. Pemerintah demand our bilnd obedience, tp ngasih pelayanan yg less decent.",feslatio,"@DamarJuniarto Pantes RUU perlindungan data pribadi ga lolos2. Pemerintah ga pernah punya interest melindungi privasi data penduduknya. Pemerintah demand our bilnd obedience, tp ngasih pelayanan yg less decent.",Positive
"Seperti biasa. Solusi panik, yg penting dianggap kerja &amp; responsif. Mestinya segera diramein. Segera buat aturan perlindungan data pribadi. Kalau sudah ada, segera terapkan. Ngomong berbusa2 4.0 lah, big data lah, tapi tata kelola master data aja masih amburadul. Cacat logika.",RizaAnshari,"Seperti biasa. Solusi panik, yg penting dianggap kerja &amp; responsif. Mestinya segera diramein. Segera buat aturan perlindungan data pribadi. Kalau sudah ada, segera terapkan. Ngomong berbusa2 4.0 lah, big data lah, tapi tata kelola master data aja masih amburadul. Cacat logika.",Positive
"@itsmupinnn @TirtoID ini adalag screenshot Pasal 21 Perkominfo 21/2020, ""akses"" tdk sama dengan ""data"" dan ini pun dalam konteks penegakan hukum pidana, jd jika ada dugaan tindak pidana, baru dibuka akses, itu pun dijelaskan selanjutnya di Ps 22, ada perlindungan data pribadi yg wjb diterapkan https://t.co/V3eJ4NZe7N",mediocrickey,"@itsmupinnn @TirtoID ini adalag screenshot Pasal 21 Perkominfo 21/2020, ""akses"" tdk sama dengan ""data"" dan ini pun dalam konteks penegakan hukum pidana, jd jika ada dugaan tindak pidana, baru dibuka akses, itu pun dijelaskan selanjutnya di Ps 22, ada perlindungan data pribadi yg wjb diterapkan https://t.co/V3eJ4NZe7N",Neutral
